WARNING: one_logger package is required to enable e2e metrics tracking. please go to https://confluence.nvidia.com/display/MLWFO/Package+Repositories for details to install it
INFO:mindspeed_llm.training.initialize:[InitHook] data_path=/sharedata/ckw/dataset/openwebtext_text_document is not raw. Skip preprocessing.
/sharedata/ckw/MindSpeed-LLM/megatron/core/models/gpt/gpt_layer_specs.py:283: UserWarning: This private function is on a deprecation track. Please switch to `get_mlp_module_spec`
        since it will be removed in a future release.
  warnings.warn(
INFO:megatron.core.timers:(min, max) time across ranks (ms):
    model-and-optimizer-setup ......................: (90.86, 541.65)
    train/valid/test-data-iterators-setup ..........: (397.27, 457.22)
WARNING:mindspeed.core.fusions.fused_rope:Setting apply_rope_fusion to false because its implementation is not included in Apex. Try upgrading to the latest version
Using /root/.cache/torch_extensions/py310_cpu as PyTorch extensions root...
Emitting ninja build file /root/.cache/torch_extensions/py310_cpu/npu_rotary_position_embedding/build.ninja...
Building extension module npu_rotary_position_embedding...
Allowing ninja to set a default number of workers... (overridable by setting the environment variable MAX_JOBS=N)
Loading extension module npu_rotary_position_embedding...
/sharedata/shareenvs/qiuwu-optimizer-dev/lib/python3.10/site-packages/mindspeed/core/fp8_utils.py:21: UserWarning: Currently, it is not supported to Cast shard fp32 main params to fp8 model params
  warnings.warn("Currently, it is not supported to Cast shard fp32 main params to fp8 model params")
 [2025-12-24 23:45:20] iteration        1/   20000 | consumed samples:           64 | elapsed time per iteration (ms): 39133.3 | throughput per GPU (TFLOP/s/GPU): 2.1 | core attn ratio (%): 50.0 | learning rate: 2.992500E-06 | global batch size:    64 | lm loss: 1.209764E+01 | loss scale: 1.0 | grad norm: 17.588 | num zeros: 0 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-12-24 23:45:21] iteration        2/   20000 | consumed samples:          128 | elapsed time per iteration (ms): 1467.7 | throughput per GPU (TFLOP/s/GPU): 55.7 | core attn ratio (%): 50.0 | learning rate: 4.485000E-06 | global batch size:    64 | lm loss: 1.209328E+01 | loss scale: 1.0 | grad norm: 18.577 | num zeros: 0 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-12-24 23:45:23] iteration        3/   20000 | consumed samples:          192 | elapsed time per iteration (ms): 1448.5 | throughput per GPU (TFLOP/s/GPU): 56.4 | core attn ratio (%): 50.0 | learning rate: 5.977500E-06 | global batch size:    64 | lm loss: 1.191619E+01 | loss scale: 1.0 | grad norm: 18.246 | num zeros: 0 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-12-24 23:45:24] iteration        4/   20000 | consumed samples:          256 | elapsed time per iteration (ms): 1446.6 | throughput per GPU (TFLOP/s/GPU): 56.5 | core attn ratio (%): 50.0 | learning rate: 7.470000E-06 | global batch size:    64 | lm loss: 1.156926E+01 | loss scale: 1.0 | grad norm: 16.133 | num zeros: 0 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-12-24 23:45:26] iteration        5/   20000 | consumed samples:          320 | elapsed time per iteration (ms): 1450.8 | throughput per GPU (TFLOP/s/GPU): 56.3 | core attn ratio (%): 50.0 | learning rate: 8.962500E-06 | global batch size:    64 | lm loss: 1.123976E+01 | loss scale: 1.0 | grad norm: 10.904 | num zeros: 0 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-12-24 23:45:27] iteration        6/   20000 | consumed samples:          384 | elapsed time per iteration (ms): 1450.7 | throughput per GPU (TFLOP/s/GPU): 56.3 | core attn ratio (%): 50.0 | learning rate: 1.045500E-05 | global batch size:    64 | lm loss: 1.102347E+01 | loss scale: 1.0 | grad norm: 7.384 | num zeros: 0 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-12-24 23:45:28] iteration        7/   20000 | consumed samples:          448 | elapsed time per iteration (ms): 1458.4 | throughput per GPU (TFLOP/s/GPU): 56.0 | core attn ratio (%): 50.0 | learning rate: 1.194750E-05 | global batch size:    64 | lm loss: 1.084243E+01 | loss scale: 1.0 | grad norm: 4.293 | num zeros: 0 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-12-24 23:45:30] iteration        8/   20000 | consumed samples:          512 | elapsed time per iteration (ms): 1447.8 | throughput per GPU (TFLOP/s/GPU): 56.4 | core attn ratio (%): 50.0 | learning rate: 1.344000E-05 | global batch size:    64 | lm loss: 1.072923E+01 | loss scale: 1.0 | grad norm: 3.386 | num zeros: 0 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-12-24 23:45:31] iteration        9/   20000 | consumed samples:          576 | elapsed time per iteration (ms): 1452.7 | throughput per GPU (TFLOP/s/GPU): 56.2 | core attn ratio (%): 50.0 | learning rate: 1.493250E-05 | global batch size:    64 | lm loss: 1.063973E+01 | loss scale: 1.0 | grad norm: 2.766 | num zeros: 0 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-12-24 23:45:33] iteration       10/   20000 | consumed samples:          640 | elapsed time per iteration (ms): 1455.5 | throughput per GPU (TFLOP/s/GPU): 56.1 | core attn ratio (%): 50.0 | learning rate: 1.642500E-05 | global batch size:    64 | lm loss: 1.058360E+01 | loss scale: 1.0 | grad norm: 2.614 | num zeros: 0 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-12-24 23:45:34] iteration       11/   20000 | consumed samples:          704 | elapsed time per iteration (ms): 1451.6 | throughput per GPU (TFLOP/s/GPU): 56.3 | core attn ratio (%): 50.0 | learning rate: 1.791750E-05 | global batch size:    64 | lm loss: 1.056095E+01 | loss scale: 1.0 | grad norm: 2.554 | num zeros: 0 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-12-24 23:45:36] iteration       12/   20000 | consumed samples:          768 | elapsed time per iteration (ms): 1458.6 | throughput per GPU (TFLOP/s/GPU): 56.0 | core attn ratio (%): 50.0 | learning rate: 1.941000E-05 | global batch size:    64 | lm loss: 1.057990E+01 | loss scale: 1.0 | grad norm: 2.568 | num zeros: 0 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-12-24 23:45:37] iteration       13/   20000 | consumed samples:          832 | elapsed time per iteration (ms): 1450.9 | throughput per GPU (TFLOP/s/GPU): 56.3 | core attn ratio (%): 50.0 | learning rate: 2.090250E-05 | global batch size:    64 | lm loss: 1.050680E+01 | loss scale: 1.0 | grad norm: 2.439 | num zeros: 0 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-12-24 23:45:39] iteration       14/   20000 | consumed samples:          896 | elapsed time per iteration (ms): 1450.8 | throughput per GPU (TFLOP/s/GPU): 56.3 | core attn ratio (%): 50.0 | learning rate: 2.239500E-05 | global batch size:    64 | lm loss: 1.044033E+01 | loss scale: 1.0 | grad norm: 2.284 | num zeros: 0 | number of skipped iterations:   0 | number of nan iterations:   0 |
 [2025-12-24 23:45:40] iteration       15/   20000 | consumed samples:          960 | elapsed time per iteration (ms): 1446.9 | throughput per GPU (TFLOP/s/GPU): 56.4 | core attn ratio (%): 50.0 | learning rate: 2.388750E-05 | global batch size:    64 | lm loss: 1.043576E+01 | loss scale: 1.0 | grad norm: 2.175 | num zeros: 0 | number of skipped iterations:   0 | number of nan iterations:   0 |
